-7.2561,-8.3014,-9.8562,-6.4709,-5.4063,-2.9957,-8.1643,-3.4525,-0.1947,-7.0870,-5.3979,-0.5836,-0.6003,-3.8579,-4.8203,-5.5249,-5.3115,-2.4631,-0.7524,3.5764,4.8427,2.7240,-4.4856,-5.7297,-4.4598,-2.3482,0.8640,4.8345,5.8201,4.5609,-1.0561,-0.6810,-4.8843,-2.7670,-2.2748,0.4181,3.7769,6.2069,5.2341,3.1769,5.2593,-1.8092,-0.8840,-0.1286,1.5350,2.8279,5.5385,6.0304,7.0126,-1.9144,0.5771,3.6746,4.7522,5.0525,6.6071,7.8283,5.9280,8.2452,2.4730,6.1105,7.3632,6.6311,7.7745,8.8395,7.7159,9.0420,5.7409,6.1500,6.7618,9.3113,9.2746,9.5597,10.5671,10.8429,10.1443,13.0694,14.1023,10.9254,10.9546,10.6330,11.6053,11.3379,12.0124,11.2062,11.8858,12.2510,12.9128,14.4331,13.0513,13.3696,13.5241,13.0980,12.8895,12.2541,13.3139,13.6032,14.3189,14.3216,13.0466,12.1149,12.9922,13.5311,14.8149,14.4854,13.2545,12.3018,14.1302,14.9843,13.9651,12.0837,12.9791,13.0125,10.8246,13.2808,10.3908,10.4414,11.9260,12.6388,1
0.0696,15.1362,-1.7503,0.1926,-0.0956,8.9119,2.9391,1.1046,1.1797,3.1061,1.2813,2.1845,0.7485,9.1328,7.1944,1.6772,2.2937,2.2600,2.0095,3.0985,3.5366,-1.4637,8.8860,4.1891,2.0755,1.9068,2.3416,3.7702,3.1628,1.0481,11.3740,12.3925,5.5767,1.8394,1.4729,1.2653,2.3797,2.8874,1.4301,-2.8227,-1.9398,9.5878,5.6003,1.7571,0.3454,0.4723,2.5344,2.2788,-0.1280,11.1819,8.0143,4.2935,2.5647,0.7151,1.5705,3.6997,2.2695,-1.5110,9.1598,7.0203,4.2144,1.7733,3.0289,4.4149,4.0617,3.2676,7.2387,8.9976,6.6621,6.1675,4.0941,2.7478,5.4697,5.7591,5.7684,5.1346,8.9317,7.9209,5.9755,5.0640,4.4254,5.1241,6.3968,7.0666,7.7861,8.6450,8.7320,9.2115,7.3067,6.6949,6.1657,6.5353,7.5302,8.8952,8.8937,9.7195,9.0754,8.3849,7.4398,6.0510,8.1016,8.9129,11.6761,10.6451,9.1048,7.8209,9.2899,10.3588,10.5365,9.9198,9.1618,10.7023,9.3575,10.2093,9.3430,8.6017,10.4507,10.5523,1
10.3681,31.4789,7.6640,6.8075,5.4210,17.1595,11.4891,3.9934,1.9165,9.5967,7.4961,3.6114,1.8303,15.7021,16.1799,9.8238,8.4048,5.1789,3.6078,0.5197,-0.5120,-5.5992,16.3440,11.2212,8.1807,4.9158,1.6605,0.5518,-1.1961,-5.3232,19.5250,17.2196,14.5813,7.9528,4.6405,0.8537,-1.2878,-2.0003,-5.1336,-8.4043,-10.7991,16.2163,10.4435,5.6238,-0.1825,-2.5613,-2.3682,-4.2832,-8.4844,18.5810,13.0456,5.2895,-0.3738,-4.9038,-5.1688,-3.8771,-4.7888,-9.4790,12.5918,6.6515,0.3461,-4.0187,-4.9380,-3.6519,-2.7485,-5.3737,7.1298,8.7276,6.4583,2.5430,-2.4948,-6.8255,-4.5369,-3.0955,-2.5947,-5.2703,-1.6535,4.0703,1.3186,-0.7820,-4.8485,-4.7142,-3.4825,-1.0967,-1.3588,1.5675,2.2804,1.1824,0.0837,-3.3669,-5.2698,-4.4034,-1.9532,0.5989,1.2211,2.9613,1.4426,-0.5049,-2.8874,-2.7513,0.1633,1.3137,2.5033,0.5018,-1.2457,-1.6823,-1.5529,0.7701,3.6928,0.3109,-0.6352,2.5227,1.8099,1.9152,3.2947,2.5746,2.2706,3.2381,1
11.4057,24.4866,9.7972,8.1349,7.2833,9.8435,6.1890,2.7338,-1.5782,4.4481,4.8987,-0.4300,-1.3818,7.6100,7.5593,5.2089,2.4937,-1.2568,0.2515,-7.6341,-8.7001,-11.0773,8.0138,3.6047,1.6986,-1.8947,-5.0798,-8.0332,-8.9870,-13.3278,10.7197,8.5767,7.5155,1.7535,-2.1010,-6.4563,-9.3620,-11.5639,-13.9282,-14.9747,-18.2819,7.8307,2.4015,-1.2447,-6.9898,-10.0165,-11.9442,-14.5805,-16.0579,9.5918,4.8438,-3.0427,-9.1382,-13.6947,-14.0029,-14.2056,-14.5500,-14.3864,4.8387,-1.8017,-8.6696,-13.5772,-15.8223,-14.8897,-14.1820,-15.5332,1.4585,3.1215,-0.3582,-7.4744,-13.0771,-17.6876,-16.8790,-14.5100,-13.7085,-14.7361,-14.7429,-2.2717,-5.9133,-10.7537,-16.5365,-17.0777,-15.8221,-12.9968,-12.9172,-5.3764,-4.1480,-8.0188,-9.0546,-14.5551,-17.0590,-16.5505,-13.9979,-11.7442,-11.6571,-10.6397,-7.7906,-11.1263,-15.4952,-14.8253,-11.7752,-10.7331,-8.9103,-11.3769,-13.4883,-14.3971,-14.7524,-12.3194,-9.3471,-12.8489,-13.4214,-9.4836,-10.5959,-11.3005,-8.4635,-9.2284,-8.9105,-9.6457,1
2.8691,8.0196,5.8120,5.4232,6.2097,-3.6119,-1.2107,1.9533,-4.8464,-2.7426,-0.9380,-3.1344,-3.9931,-4.5235,-7.3460,-5.1115,-5.6027,-6.5669,-2.3520,-11.5184,-12.0413,-11.9983,-4.6670,-6.1226,-7.2914,-8.2268,-8.1058,-12.1308,-12.7230,-13.9972,-4.5154,-4.2548,-6.2914,-8.9876,-10.0955,-11.3054,-12.5912,-16.4889,-15.8934,-14.9059,-15.1766,-6.2551,-9.3251,-11.7066,-13.3532,-13.7791,-16.1655,-17.6025,-16.1651,-4.7553,-8.7206,-14.1323,-15.8644,-17.4968,-16.9223,-18.1449,-17.0079,-15.2558,-6.7971,-12.5562,-16.4592,-18.8241,-19.5836,-19.4991,-19.4826,-18.4375,-5.3824,-4.0081,-9.3352,-17.4339,-19.7862,-21.4228,-21.3912,-20.5307,-19.0403,-19.2455,-20.7541,-8.2161,-12.7008,-18.1954,-21.8839,-22.3872,-21.5743,-20.2939,-18.8569,-7.9608,-8.5741,-12.3618,-15.8795,-19.3207,-21.3168,-21.4346,-20.5444,-19.4404,-21.0018,-21.0520,-12.9946,-16.0708,-20.3066,-21.3877,-19.9762,-19.6876,-13.6300,-16.0189,-17.3267,-19.5438,-20.2753,-19.4926,-19.3783,-17.0492,-19.2061,-15.3500,-15.6780,-17.9413,-14.4945,-15.9155,-13.6609,-16.5109,1
-1.0871,2.0678,2.5280,2.2829,1.8032,-7.1222,1.2284,2.7714,-2.8258,0.1854,1.3808,2.6855,-1.5019,-4.8465,-5.5911,-1.9766,-0.6730,1.1861,2.2599,-2.6076,-3.5287,-3.3303,-4.7131,-1.0155,-1.3027,-0.6014,0.7846,-3.3070,-3.6971,-3.3655,-9.7932,-8.0530,-5.9683,-5.2167,-3.3297,-1.5456,-2.5822,-5.8362,-4.6896,-3.8627,-2.7236,-9.1140,-6.9475,-6.5292,-4.6612,-2.6872,-5.0335,-6.4846,-5.7402,-9.5272,-10.1564,-10.1703,-6.7335,-5.0869,-5.8577,-9.0300,-7.7714,-7.7535,-8.8630,-11.1070,-10.1455,-7.7741,-7.5456,-11.0262,-11.1136,-9.6264,-7.8253,-6.2067,-9.1469,-12.2367,-10.4800,-8.6278,-11.2662,-14.4641,-13.1597,-13.3857,-14.5001,-7.4172,-9.9322,-11.0732,-11.3331,-11.7433,-13.6583,-15.7040,-14.6743,-5.4477,-7.0275,-7.8476,-11.5413,-10.9267,-11.8186,-12.8367,-14.9826,-16.1869,-17.0835,-17.3277,-8.4403,-9.4204,-11.2041,-13.3322,-15.6073,-17.0558,-8.5450,-9.7682,-9.8738,-11.4272,-13.5989,-14.8424,-17.0526,-9.6905,-12.6580,-9.8480,-9.9952,-12.8241,-9.5005,-11.1256,-9.1697,-11.6976,1
1.0436,-1.6442,-0.2318,-1.6875,-4.0078,-3.2403,4.5993,0.8927,1.8453,7.0457,7.2837,8.0088,2.1438,1.2306,4.9966,8.1858,8.9562,11.1447,7.1665,10.0424,9.2388,9.3224,1.6234,8.9940,10.4715,10.8292,11.5570,9.4189,10.2269,10.4191,-7.2937,-4.1222,3.9423,7.9502,10.6782,13.5089,12.5276,11.5934,11.1463,10.8953,9.9900,-1.9335,4.4316,8.7770,12.3193,13.9266,12.1013,9.3466,8.9272,-5.9373,-0.7757,5.2751,10.7411,14.5779,11.3210,6.9211,6.1407,6.9685,-3.2586,0.5398,5.9912,11.3745,10.5270,4.3471,3.7689,4.2340,-6.5940,-4.8955,-2.2305,2.6963,7.1832,11.2925,6.1422,1.1012,0.1164,0.5690,-1.3015,-3.0571,-0.8106,3.6400,6.5721,6.8300,2.8867,-1.2738,-2.1816,-3.6377,-3.1028,-2.1361,-0.5332,2.5878,4.5924,3.1040,-0.8101,-3.9049,-3.0633,-3.6555,-1.6421,0.0676,2.5510,2.1012,-2.0129,-3.9361,-2.9639,-1.3845,0.6466,1.0682,-0.9325,-3.4075,-5.3291,-1.2037,-1.1528,-2.4534,-2.7669,-3.4142,-3.3950,-3.1537,-3.3489,-3.3639,1
0.1946,-12.5154,-4.0576,-4.4388,-5.3412,-0.5599,2.0032,-1.2098,5.7369,5.5881,5.9935,5.2301,4.7479,0.5181,4.5284,7.2098,7.9018,9.9707,6.0850,14.2870,14.4111,15.3291,0.8444,7.4207,9.7597,11.0608,12.3923,14.5146,15.6301,16.1884,-6.1186,-3.4919,4.9659,10.5986,12.5759,15.5832,17.5558,18.0693,16.9447,17.2051,15.5601,0.9575,7.1469,12.5746,16.9401,17.7062,17.8435,16.1658,15.6246,-3.8254,3.2564,11.5910,15.8562,20.9003,18.4424,15.6752,13.2986,14.3655,-1.1894,6.4419,14.1278,18.8208,18.1612,14.7878,13.4189,12.0499,-5.0603,-4.8784,0.9077,9.8080,15.3124,19.7130,16.4341,13.8269,10.3944,9.3088,7.4990,-2.3173,3.2214,10.2803,16.0083,16.6815,14.3260,10.9340,8.2179,-4.7564,-3.1345,-1.0555,5.4960,9.5242,13.8889,12.9543,10.0193,6.9899,6.7817,5.3592,-0.3791,3.4435,9.2306,10.7557,7.2062,6.6197,-2.5463,1.9297,5.8524,7.2302,7.6718,4.3610,2.5511,2.5192,5.1710,-0.3926,0.3506,1.3507,-1.4352,-0.2020,-1.1227,-0.6714,1
-4.6415,-18.6178,-6.0155,-4.4135,-2.7539,-1.6898,-4.0746,-1.1501,6.7273,-3.9736,-2.8235,-0.9882,5.8557,-5.1841,-4.0676,-3.3228,-2.0222,-0.3532,0.0567,8.1919,9.2340,11.5397,-5.2324,-3.5173,-2.3660,0.8585,3.5295,9.0390,9.7007,12.0744,-5.9434,-6.3584,-3.6466,-0.0296,1.4197,3.4015,8.1795,10.9047,11.6023,12.8616,12.9165,-3.5333,-0.5614,2.2677,5.5369,7.1111,9.5788,12.4643,12.0994,-5.4296,-1.3451,4.5020,6.5125,10.3264,11.4821,12.8908,11.8187,10.0734,-3.2141,3.7222,9.4398,11.0334,12.4545,14.8688,14.5298,12.2174,-3.6376,-5.5667,0.1168,7.7769,11.2690,13.5870,14.2782,15.7213,13.0722,10.1470,9.6363,-3.0433,2.6306,8.4800,13.3158,13.2729,14.1846,13.4921,11.0570,-4.4063,-3.7122,-0.5932,5.9468,9.4954,11.7606,12.3216,11.6380,10.4371,8.5630,6.4379,-0.7560,3.8231,8.6158,10.1098,7.7092,8.4376,-1.9419,2.6915,5.1999,7.2256,8.6722,5.8697,3.6058,4.1995,5.7182,0.2110,1.7784,2.3233,0.6159,0.8561,0.3320,-0.3544,1
-6.7200,-14.4545,-3.5630,-2.1781,0.5911,-2.9071,-7.6637,-0.5396,3.4625,-8.5576,-9.3742,-5.3729,3.4366,-4.5854,-5.8379,-7.9778,-7.9537,-8.8863,-6.6689,-2.2582,-0.4537,3.8002,-5.2722,-8.0908,-9.1027,-7.8371,-6.9422,-1.6003,-1.1983,3.7746,-1.5897,-3.3915,-5.9309,-5.7246,-5.7285,-6.8698,-4.6940,0.5402,3.9062,5.6288,6.9154,-3.5126,-3.2569,-3.8031,-4.1244,-3.7257,-0.4236,6.2055,6.9375,-2.8262,-1.1773,0.9489,0.2912,-0.3154,2.6607,7.9421,9.1610,6.4859,-0.4091,3.8242,4.9162,2.9661,5.0264,10.5495,11.8001,10.8531,0.3198,-1.7260,3.3117,7.4373,6.7551,6.0156,8.7226,13.0495,12.9369,11.1652,11.3721,1.9679,6.2586,8.1306,7.9728,8.1289,10.4799,12.3328,12.2612,0.7665,1.7318,4.5740,7.9073,8.6942,7.9712,9.3767,10.6656,12.0132,10.8012,8.5131,4.2590,7.1300,7.8522,8.6505,8.8098,9.7848,4.1670,5.4957,5.4007,7.5292,8.2467,7.7678,8.1927,6.5542,6.8885,4.5431,5.4926,6.4713,5.1279,5.8302,4.4660,5.5402,1
